"id","l10n_id_ebupot_facility","l10n_id_ebupot_code","active","description","is_base_affected","invoice_label","type_tax_use","tax_group_id","name","amount_type","amount","fiscal_position_ids","repartition_line_ids/repartition_type","repartition_line_ids/tag_ids","repartition_line_ids/factor_percent","repartition_line_ids/document_type","repartition_line_ids/account_id","original_tax_ids"
"tax_22-100-27","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-27_ebupot","False","Sales of Jewelry Other Than Gold and/or Gemstones and/or Other Similar Stones by Gold Jewelry and/or Gold Bar Entrepreneurs","","-0.25%","sale","l10n_id_tax_group_pph22","0.25% 22-100-27","percent","-0.25","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510020",""
"tax_22-910-01","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-910-01_ebupot","True","Collection by the Treasurer","","-1.5%","sale","l10n_id_tax_group_pph22","1.5% 22-910-01","percent","-1.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510020",""
"tax_22-406-01","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-406-01_ebupot","False","Article 22 Income Tax payable on the Main Contractor's income in connection with the implementation of government projects financed by foreign grants or loans","","0%","sale","l10n_id_tax_group_pph22","0% 22-406-01","percent","0.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510020",""
"tax_22-401-05","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-401-05_ebupot","False","Sales of Fuel by Business Entities Other Than Pertamina or Pertamina Subsidiaries to Gas Stations/Agents/Distributors (Final) in Connection with the Implementation of Government Projects Financed by Grants or Foreign Loan Funds","","-0.3%","sale","l10n_id_tax_group_pph22","0.3% 22-401-05","percent","-0.3","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_61100110",""
"tax_22-405-04","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-405-04_ebupot","False","Income in Relation to Crypto Assets Collected by Trading Organizers Through Domestic Electronic Systems Who Are Digital Financial Asset Traders","","-0.21%","sale","l10n_id_tax_group_pph22","0.21% 22-405-04","percent","-0.21","l10n_id_domestic_fiscal_position,l10n_id_foreign_trade_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510020",""
"tax_22-405-05","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-405-05_ebupot","False","Income in Relation to Crypto Assets Collected by Foreign Electronic System Trading Providers Who Are Income Tax Collectors","","-1%","sale","l10n_id_tax_group_pph22","1% 22-405-05","percent","-1.0","l10n_id_domestic_fiscal_position,l10n_id_foreign_trade_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510020",""
"tax_22-100-28","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-28_ebupot","False","Purchase of gold bullion by Financial Services Institutions that organize Bullion Business Activities","","-0.25%","sale","l10n_id_tax_group_pph22","0.25% 22-100-28","percent","-0.25","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_11510020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_11510020",""
"tax_22-900-01_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-900-01_ebupot","False","Payment for the Purchase of Goods and/or Materials for Business Activities by BUMN/Certain Business Entities","","-1.5%","purchase","l10n_id_tax_group_pph22","1.5% 22-900-01","percent","-1.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-100-07_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-07_ebupot","False","Sales of Production Results to Domestic Distributors by Certain Business Entities/Industries (Cement Industry)","","-0.25%","purchase","l10n_id_tax_group_pph22","0.25% 22-100-07","percent","-0.25","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-100-08_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-08_ebupot","False","Sales of Production Results to Domestic Distributors by Certain Business Entities/Industries (Steel Industry)","","-0.3%","purchase","l10n_id_tax_group_pph22","0.3% 22-100-08","percent","-0.3","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-100-09_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-09_ebupot","False","Sales of Production Results to Domestic Distributors by Certain Business Entities/Industries (Automotive Industry)","","-0.45%","purchase","l10n_id_tax_group_pph22","0.45% 22-100-09","percent","-0.45","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-100-10_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-10_ebupot","False","Sales of Production Results to Domestic Distributors by Certain Business Entities/Industries (Pharmaceutical Industry)","","-0.3%","purchase","l10n_id_tax_group_pph22","0.3% 22-100-10","percent","-0.3","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-100-11_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-11_ebupot","False","Sales of Production Results to Domestic Distributors by Certain Business Entities/Industries (Paper Industry)","","-0.1%","purchase","l10n_id_tax_group_pph22","0.1% 22-100-11","percent","-0.1","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-100-12_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-12_ebupot","False","Domestic Sales of Motor Vehicles by ATPM, APM and General Importers of Motor Vehicles","","-0.45%","purchase","l10n_id_tax_group_pph22","0.45% 22-100-12","percent","-0.45","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-100-13_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-13_ebupot","False","Purchase by Business Entities of Coal, Metal Minerals and Non-Metal Minerals Mining Commodities from Bodies or Individuals Holding IUPs","","-1.5%","purchase","l10n_id_tax_group_pph22","1.5% 22-100-13","percent","-1.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-100-14_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-14_ebupot","False","Domestic Sales of Gold Bullion by Business Entities","","-0.45%","purchase","l10n_id_tax_group_pph22","0.45% 22-100-14","percent","-0.45","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-100-15_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-15_ebupot","False","Purchase of Forestry Products that Have Not Been Through the Industrial Manufacturing Process, for Industrial/Export Needs by Industrial Business Entities/Exporters","","-0.25%","purchase","l10n_id_tax_group_pph22","0.25% 22-100-15","percent","-0.25","l10n_id_domestic_fiscal_position,l10n_id_foreign_trade_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-100-16_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-16_ebupot","False","Purchase of Plantation Products that Have Not Been Through the Industrial Manufacturing Process, for Industrial/Export Needs by Industrial Business Entities/Exporters","","-0.25%","purchase","l10n_id_tax_group_pph22","0.25% 22-100-16","percent","-0.25","l10n_id_domestic_fiscal_position,l10n_id_foreign_trade_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-100-17_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-17_ebupot","False","Purchase of Agricultural Products that Have Not Been Through the Industrial Manufacturing Process, for Industrial/Export Needs by Industrial Business Entities/Exporters","","-0.25%","purchase","l10n_id_tax_group_pph22","0.25% 22-100-17","percent","-0.25","l10n_id_domestic_fiscal_position,l10n_id_foreign_trade_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-100-18_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-18_ebupot","False","Purchase of livestock products that have not undergone the industrial manufacturing process, for industrial/export purposes by industrial business entities/exporters","","-0.25%","purchase","l10n_id_tax_group_pph22","0.25% 22-100-18","percent","-0.25","l10n_id_domestic_fiscal_position,l10n_id_foreign_trade_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-100-19_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-19_ebupot","False","Purchase of Fishery Products that Have Not Undergone the Industrial Manufacturing Process, for Industrial/Export Needs by Industrial Business Entities/Exporters","","-0.25%","purchase","l10n_id_tax_group_pph22","0.25% 22-100-19","percent","-0.25","l10n_id_domestic_fiscal_position,l10n_id_foreign_trade_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-401-01_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-401-01_ebupot","False","Sales of Fuel by Pertamina or Pertamina's Subsidiaries to Gas Stations (Final)","","-0.25%","purchase","l10n_id_tax_group_pph22","0.25% 22-401-01","percent","-0.25","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-100-20_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-20_ebupot","False","Sales of Fuel by Pertamina or Pertamina's Subsidiaries to Other Than Gas Stations/Agents/Distributors (Not Final)","","-0.3%","purchase","l10n_id_tax_group_pph22","0.3% 22-100-20","percent","-0.3","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-401-02_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-401-02_ebupot","False","Sales of Fuel by Business Entities Other Than Pertamina or Pertamina Subsidiaries to Gas Stations/Agents/Distributors (Final)","","-0.3%","purchase","l10n_id_tax_group_pph22","0.3% 22-401-02","percent","-0.3","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210020",""
"tax_22-100-21_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_22-100-21_ebupot","False","Sales of Fuel by Business Entities Other Than Pertamina or Pertamina Subsidiaries to Other Than Gas Stations/Agents/Distributors (Not Final)","","-0.3%","purchase","l10n_id_tax_group_pph22","0.3% 22-100-21","percent","-0.3","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210020",""
"","","","","","","","","","","","","","base","","","refund","",""
